ﺭﺪﺼﻣ: hnit
ﺮﺳ-ﻭﺩ-ﻮﺟ: gwam
ﺖﮐﺮﺣ-ﻪﻧﺎﺧﺩﻭﺭ-ﯼﻻ﻿ﺎﺑ: trup
ﺪﻌﻘﻣ: gyam
ﯼﻭﺎﮔ: bwun
ﺮﮕﻨﻠﺗ: flip
ﯽﮕﻧﻭﺰﻓﺍ: dzun
ﯼﺮﯾﻮﺼﺗ: hwop
ﻢﯾﺮﺤﺗ: bjik
ﻥﺎﺤﺘﻣﺍ: cwif
ﯽﮐﺎﻫ: cwok
ﻥﺍﺰﯿﺗﺭﺎﭘ: grip
ﻢﯾﺰﯿﻨﻣ: hgem
ﺭﺍﺩﺍﺭ: drek
ﻩﺰﻧﺎﭙﻤﺷ: hzif
ﻥﺎﻨﯿﻤﻃﺍ-ﺖﯿﻠﺑﺎﻗ: kwif
ﻞﯿﻄﺘﺴﻣ-ﻊﺑﺮﻣ: tyec
ﯽﯾﺎﯾﺭﺩ-ﻪﻨﺷﺍ: klep
ﻥﺩﺍﺩ-ﻢﯿﻤﻌﺗ: jlak
ﺐﺷ-ﻦﯿﻌﻣ-ﺖﻋﺎﺳ ﺭﺩ ﯽﺷﻮﻣﺎﺧﻭ ﯽﻣﺎﻈﻧ ﺖﻣﻮﮑﺣ ﺕﺍﺭﺮﻘﻣ: kfec
ﺯﺎﺑ-ﺲﻨﺠﻤﻫ: mlok
ﻮﯾﺭﺎﻨﺳ: srop
ﯼﺪﻨﺑ-ﻝﻮﻣﺮﻓ: flus
ﻩﺯﺎﺗ-ﻢﺴﺟ-ﺭﺩ ﺦﺳﺎﻨﺗ: nrom
ﻥﺩﺮﮐ-ﻦﺷﻭﺭ: zlak
ﻡﻮﯿﻧﺍﺭﻭﺍ: ryum
ﻩﺪﻧﺮﯿﮔ: kwes
ﻥﺩﺮﻛ-ﮓﻨﻫﺎﻤﻫ: kyop
ﻩﺪﻨﻫﺩ-ﺕﺎﯿﻟﺎﻣ: nwaf
ﻪﭼﺭﺎﭙﮑﯾ: trep
ﺭﺎﻬﻇﺍ: hzap
ﺎﻣﺎﮔ: hxam
ﺎﻘﯾﺮﻓﺍ-ﺭﺩ-ﯽﻓﺎﺸﺘﮐﺍ ﺖﺣﺎﯿﺳ: fwim
ﺖﮐﺮﺣ-ﻪﻧﺎﺧﺩﻭﺭ: ht6n
ﺐﯾﺮﺿ: kfus
ﻥﺍﻮﻨﻋ: zlic
ﺮﮕﻠﯿﻠﺤﺗ: nles
ﺕﺎﻣ: hzes
ﺪﯾﺮﺧ-ﺰﮐﺮﻣ: hmof
ﺕﻮﻤﺴﯿﺑ: bzim
ﻝﺎﺘﺴﭘ-ﺕﺭﺎﮐ: psok
ﯽﯾﺍﺮﮕﻤﻫ: bros
ﻥﺪﺷ-ﺕﺮﭘ: djet
ﻥﺍﺭﺍﺪﻣﺎﻬﺳ: ksem
ﺏﺮﮑﯿﻣ: mrip
ﯽﻠﺳﺎﻨﺗ-ﻩﺎﮕﺘﺳﺩ: jwit
ﯽﮑﯾﮊﻮﻟﻮﻓﺭﻮﻣ: mluk
ﺎﺘﺑ: byot
ﻦﯿﺟ-ﺭﺍﻮﻠﺷ: gjis
ﻩﺩﺍﺩ-ﻩﺎﮕﯾﺎﭘ: tles
ﺏﺎﺴﺣ-ﻦﯿﺷﺎﻣ: klus
ﺲﮑﯾﺍ-ﻪﻌﺷﺍ: ksef
ﻪﯾﺰﺠﺗ: zram
ﯽﻄﯿﺤﻣ-ﺖﺴﯾﺯ: zyen
ﺎﻤﮕﯿﺳ: zyim
ﯽﯾﺍﺪﺟ: hxon
ﻪﺴﻠﺟ-ﺭﻮﺘﺳﺩ: gres
ﺍﺰﯾﻭ: bzis
ﺖﺧﺎﺳﺮﯾﺯ: nyuk
ﺏﺎﺗ-ﺐﺷ-ﻡﺮﮐ: gyun
ﺏﺎﯾﺩﺭ: tyek
ﯽﻗﺎﺒﻄﻧﺍ: dyip
ﺱﺎﻨﺷ-ﺖﺴﯾﺯ: byis
ﻥﺩﺮﮐ-ﻞﺼﺘﻣ-ﻢﻫﺎﺑ: pyec
ﻡﺮﺑ: brom
ﻡﻮﯾﺩﻻ﻿ﺎﭘ: plum
ﻪﮑﺴﮑﺳ: kfok
ﯽﮕﻧﺭ-ﺩﺍﺪﻣ-ﺎﺑ ﯽﺷﺎﻘﻧ: psec
ﺶﺣﻭ-ﻍﺎﺑ: zwac
ﻩﺎﮕﻧﺎﻣﺭﺩ: lyok
ﯽﻨﻤﺿ-ﺖﻟﻻ﻿ﺩ: nwoc
ﺎﮔﻮﯾ: hjoc
ﯽﺷﻭﺮﻔﺑﺎﺘﮐ: byun
ﻥﺎﻣﺭﺩ: grap
ﺖﺴﯿﻟﺎﻧﻮﯿﺳﺎﻧ: zlis
ﻥﺪﯾﺮﺑ-ﺮﺳ: zlet
ﻩﺭﺁ: swec
ﺯﺎﺳ-ﻞﮑﺸﻣ: byam
ﺯﺎﺟ: dzas
ﻦﺘﺴﮕﻨﺗ: tsof
ﯽﺘﺴﯾﺭﻭﺮﺗ: gwis
ﻥﺪﯿﻧﺎﮑﭼ: droc
ﺯﺎﺳﻭ-ﺖﺧﻮﺳ: tlem
ﻪﻘﻔﻧ: lyaf
ﻪﺘﻔﻫ-ﺮﺧﺁ: hfom
ﯼﺩﻭﺍﺩ-ﻞﮔ: gzim
ﻦﺴﮐﺍﻭ: byap
ﺖﻠﻜﻴﺳ-ﺭﻮﺗﻮﻣ: tyok
ﺩﻭﺮﺳ: dyot
ﯽﻠﯿﺼﺤﺗ-ﻡﺮﺗ: myes
ﻦﻴﺋﻭﺮﻫ: gwon
ﻪﺷﻮﭘ: flap
ﺪﺗﺎﮐ: kfoc
ﻱﮊﻮﻟﻮﺋﺪﻳﺍ: dlec
ﮓﻨﯿﮐﺭﺎﭘ: prek
ﺎﺘﺗ: fret
ﺝﻭﺍﺩﺎﭘ: hxis
ﻡﻮﯿﻨﻠﺳ: clem
ﻱﺭﺍﻮﺳ-ﻪﺧﺮﭼﻭﺩ: blek
ﺮﺸﻗ: pros
ﯼﺯﺭﺍ-ﻢﻫ: swaf
ﯼﺭﺎﺟ-ﻁﺎﺒﺗﺭﺍ-ﺮﮕﻧﺎﺸﻧ: hxak
ﻩﺎﮔﺩﻭﺮﻓ: cwoc
ﻥﺩﺮﮐ-ﺍﺪﺟ: gyet
ﻝﺎﺒﺘﮑﺴﺑ: bwet
ﺯﺎﺑ-ﻞﻏﺩ: mwip
ﻡﺎﻤﺣ-ﮏﺳﻮﺳ: tlek
ﻡﻭﺮﮐ: hgom
ﺮﺘﯿﻟ: hl6t
ﺩﻮﺟﻭ-ﻦﯾﺍ-ﺎﺑ: nwec
ﻥﻮﻣﺭﻮﻫ: cwom
ﺺﻗﺎﻧ: tluc
ﻥﺩﺮﮐ-ﺥﺍﺭﻮﺳ: prec
ﯽﯾﺍﺮﮔ-ﻥﺎﺟ: nyom
ﯽﻌﻠﺿ-ﺪﻨﭼ: cloc
ﻥﺎﻧﺯ-ﻕﻮﻘﺣ-ﺭﺍﺪﻓﺮﻃ: hfes
ﺝﻭﺩﺰﻣ: kcop
ﻭﺭﻮﯾ: dros
ﻥﺎﺴﻨﺟﺎﯿﻬﺴﻨﺟ-ﺖﺧﺭﺩ: hjes
ﻢﺘﯾﺭﻮﮕﻟﺍ: hlof
ﺭﺰﯿﻟ: lwes
ﻪﻧﺎﺧﻭﺭﺍﺩ: dlot
ﺮﺘﻤﯿﻠﯿﻣ: mlem
ﻥﺩﺮﮐ-ﻢﺧ: flek
ﺪﻧﺁ: nlok
ﻒﯾﺮﻇﻭ-ﻖﯿﻗﺩ-ﺕﺎﮑﻧ: hzus
ﺖﻗﻭ-ﻩﺭﺎﭘ: prem
ﺖﯿﺳﺎﺴﺣ: nyec
ﻩﺪﻨﻫﺩ-ﻥﺎﺸﻧ: drom
ﻡﻮﯿﻠﻫ-ﺯﺎﮔ: clum
ﻪﻧﺎﺑﺯ-ﻭﺩ: dzic
ﻒﻔﺨﻣ: hqim
initialism: nl6m
ﺭﺪﺼﻣ-ﻢﺳﺍ: gros
ﺎﻤﺳﻼ﻿ﭘ: psem
ﻡﻭﺯﻮﻣﻭﺮﮐ: rwom
ﯽﺒﯿﺗﺮﺗ: rwok
ﺮﺘﻣﻮﻠﯿﮐ: klum
ﺲﮑﻓ: tfes
ﮏﯿﺘﻧﮊ: nwek
ﮏﻣ-ﮏﮐ: frek
ﯽﺘﺷﻮﮔ-ﭻﯿﭘ: dres
ﯽﻠﮐﻭﺮﺑ-ﻢﻠﮐ: blok
preterite: xrit
ﻦﯿﻣﺎﺘﯾﻭ: tyem
ﻡﻮﯿﻣﺩﺎﮐ: kyem
ﺯﺍﺪﻧﺍ-ﺐﻤﺑ: bwoc
ﯽﮑﯿﻓﺍﺮﮔ: gjik
ﻡﻮﯿﻧﺎﺘﯿﺗ: dyim
ﺵﺎﭘ-ﻭ-ﺖﺨﯾﺭ: clec
ﯽﻧﺎﻧﻮﯾ-ﯼﺎﺒﻔﻟﺍ-ﻑﺮﺣ ﻦﯿﻤﻫﺩﺯﺎﯾ: lwem
ﺮﺘﺧﺩ-ﺖﺳﻭﺩ: pcem
ﻥﺩﺮﮐ-ﯽﺴﻨﺟ-ﺖﺑﺭﺎﻘﻣ: kyuk
ﯽﻨﺷ-ﺖﻋﺎﺳ: tlus
ﯽﻟﺪﮑﯾ: mlif
ﺭﻮﺑ: bres
ﺮﺘﭘﻮﮐ-ﯽﻠﻫ: cwet
ﻢﯾﺭﻮﻠﺗ: tlum
ﻞﺟﻻ﻿ﺍ-ﺏﺮﺿ: jyic
ﻦﯿﭼ: gwic
ﺮﺘﻣ-ﯽﺘﻧﺎﺳ: hfem
ﻡﻮﻧﺪﺒﯿﻟﻮﻣ: mlom
ﻡﻮﯿﺘﯿﻟ: tfim
ﯼﺮﯾﻮﺼﺗ-ﯽﺗﻮﺻ: myum
ﯽﻧﺎﺳﺭ-ﺯﻭﺭ-ﻪﺑ: dyet
ﯼﺮﻟﺎﮐ: clom
ﺕﺎﺑﺭ: ryoc
ﻒﯿﻠﮑﺗ: groc
ﻢﺘﯾﺭﺎﮕﻟ: grom
ﮎﺪﻧﻮﺧﺍ: gzas
ﻥﺩﺮﮐ-ﺐﺼﻧ: nwut
ﻪﻨﯿﻣﺁ: myoc
ﻩﺪﺷ-ﯼﺭﺎﺠﺣ-ﻥﺎﺸﻧ ﺎﯾ ﺖﻣﻼ﻿ﻋ: glif
aorist: pyos
ﯽﺳﺎﻨﺷ-ﻡﻮﺑ: plec
ﻥﺩﺮﮐ-ﻪﻄﺴﻔﺳ: flok
ﺎﻧﺍﻮﺟ-ﯼﺭﺎﻣ: bjam
ﮏﭼﻮﮐ: mrom
ﻮﻠﯿﮐ: lwom
ﻥﺩﺭﻮﺧ-ﺮﭘ: jrot
ﯽﻨﯿﺑ-ﺶﯿﭘ-ﻞﺑﺎﻗ: dzik
ﺍﺰﺘﯿﭘ: zyas
ﻥﺩﺮﮐ-ﻊﻤﺳ-ﻕﺍﺮﺘﺳﺍ: zris
ﯽﺳﺎﻨﺷ-ﻥﺎﺑﺯ: bwis
ﻮﻣ-ﺡﻼ﻿ﺻﺍ: braf
ﻡﻮﯾﺪﯾﺮﯾﺍ: ryom
ﯽﺘﺳﺮﭘ-ﺩﺍﮋﻧ: gwim
ﻪﻨﯿﻬﺑ: gyim
ﯼﺯﺎﺳ-ﯽﺘﻌﻨﺻ: drif
ﺩﺎﺘﺳ: krup
ﻢﯾﺮﺳ: zrim
ﺲﻧﺎﺠﺘﻣ: nrum
ءﺰﺟ-ﻪﺑ-ﻪﺘﺴﺑﺍﻭ ﺩﺭﻮﻣ: pxik
ﺖﺳﺎﮐ: ksep
ﻩﺩﺍﺭﺍ-ﯼﻭﺮﯿﻧ: blot
ﯼﺪﻌﺑ: dzen
ﺮﺘﻣﺍﺭﺎﭘ: rwet
ﯼﺯﺎﺳ-ﻡﺎﮕﻤﻫ: nrop
ﻦﺘﺧﺎﺳ-ﻪﻨﯿﺸﯿﺑ: dzim
ﺭﺎﻨﯿﻤﺳ: mwec
ﻮﮑﺴﯾﺩ: dyok
ﻥﻮﺌﻧ: nyok
ﺪﯿﻔﺴﺑ-ﻞﯾﺎﻣ-ﯽﺑﺍ ﻭ ﺖﺨﺳ ﯼﺰﻠﻓ ﺮﺼﻨﻋ: hzom
ﯽﺴﯿﻋ-ﯽﻠﺠﺗ-ﻭ ﺭﻮﻬﻇ: hp6n
ﻥﺩﺮﮐ-ﯽﻨﯿﭼ-ﻪﺷﻮﺧ: lyap
ﻉﻮﻨﺼﻣ: rwek
ﺭﻮﺘﮐﺍﺭ: fyet
ﯽﻫﻮﮐ-ﻪﻧﻮﭘ: ryop
ﻡﻮﯿﻧﻮﺗﻮﻠﭘ: pwum
ﻢﯾﺮﺘﯾﺍ: tyom
ﻩﺪﻧﻮﺷ-ﻢﮐﺍﺮﺘﻣ: hxat
ﯼﺮﺑﺭﺎﮐ-ﻡﺎﻧ: mrum
ﺪﺷﺭﺍ-ﯽﺳﺎﻨﺷﺭﺎﮐ: zrot
ﺖﺳﺍﺭ-ﺖﻤﺳ-ﻝﺎﺑ: dwaf
ﻥﻮﮔﺭﺁ: jros
ﺭﺎﺟﺰﻧﺍ: hxot
ﻥﺩﺮﮐ-ﯽﻋﺎﻤﺘﺟﺍ: sluk
ﻥﺪﺷ-ﯽﻧﺎﻬﺟ: bluc
ﺝﻮﻣ-ﻝﻮﻃ: hnef
ﻥﺩﺭﻭﺍﺭﺩ-ﺰﻣﺭ-ﺕﺭﻮﺼﺑ: kfom
ﺖﻓﺎﯾﺯﺎﺑ: psoc
ﻩﺭﺎﺑﻭﺩ-ﻉﻭﺮﺷ: nrek
ﺖﯿﺗﺎﭙﻫ: pyes
ﻪﭽﯿﻫﺎﻣ: fros
ﯽﻧﺎﻣﺭﺩ-ﯽﻤﯿﺷ: myep
ﻪﻧﺎﻤﯿﭘ: mwok
ﻥﻮﺗﻭﺮﭘ: zwot
ﮏﭼﻮﮐ-ﻩﺩﺮﮔ: dwet
ﻡﺮﮔ-ﻡﺭﺍﺰﻫ-ﮏﯾ: mlum
ﻞﺴﮑﯿﭘ: psep
ﻢﻟﺎﺘﻧﺎﺗ: twem
ﻝﻮﻠﺤﻣ-ﺭﺩ-ﺩﻮﺟﻮﻣ: hjot
ﻡﺎﻋ-ﻞﺘﻗ: nyos
ﻩﺪﻧﺭﺩ: rwes
ﻡﻮﯿﻟﺎﮔ: glem
ﻡﻮﯿﻧﻮﮐﺮﯾﺯ: hzum
ﻩﺪﻧﺮﯿﮔ-ﻢﯿﻤﺼﺗ: txin
ﯽﻄﺧ-ﺮﯿﻏ: nlem
ﺕﺍﺮﺸﺣ-ﻩﺪﻨﺸﮐ: pyif
ﻡﻮﯿﻠﯾﺮﺑ: brem
ﯽﺒﺼﻋ-ﻪﺘﺧﺎﯾ: nrus
ﯼﺪﻨﺴﻣ: pxit
ﯼﺭﺍﻮﻠﺷ-ﺮﯾﺯ: tlif
ﻞﯾﺭﻮﺘﮐﺎﻓ: kref
ﻥﻭﺮﺗﻮﻧ: zrut
ﻢﯿﺑﻮﯿﻧ: nwom
ﻡﻮﯿﻧﺎﻣﺭﮊ: hjem
ﺰﻠﻓ-ﻪﺒﺷ: tlop
ﻥﺩﺍﺩ-ﺭﺍﺮﻗ-ﺮﺑ: dlap
prolative-ﺩﺭﻮﻣ: hl6k
ﯽﺘﺴﯾﺯ-ﻉﻮﻨﺗ: jwic
ﮏﯿﺘﺳﺍ-ﯼﻮﺟ: jyok
ﮏﯿﺗﻮﯿﺑ-ﯽﺘﻧﺁ: twok
ﻢﯿﻨﯿﺘﮐﺍ: gjim
ﺩﺭﻮﻧﺎﻀﻓ: srof
ﻦﯿﻣﺯ-ﻂﯿﺤﻣ-ﺯﺍ ﻥﻭﺮﯿﺑ: tyes
ﻞﺧ: hwup
ﻥﻮﺗﺍﺭﺎﻣ-ﻭﺩ-ﻪﻘﺑﺎﺴﻣ: mrof
ﻢﯿﺑﺮﺘﯾﺍ: zwim
ﻢﺴﯿﺗﻭﺍ: tyif
ﻥﺩﺮﮐ-ﻥﻮﯾ-ﻪﺑ ﻞﯾﺪﺒﺗ: nlof
ﻥﻭﺩﺍﺭ: cwos
nerium: nrem
ﯽﺳﺎﻨﺷﺮﯿﮕﻬﻤﻫ: pwip
ﻝﺎﺴﻨﻬﮐ: lyuc
ﻥﺩﺯ-ﺭﺩﺎﭼ: kyep
ﻩﺍﺭ-ﻩﺍﺭ: drip
ﻢﯾﺪﻨﯾﺍ: nyum
ﺺﻟﺎﺧ: hvik
ﯽﺘﻧﺮﺘﻨﯾﺍ-ﺖﯾﺎﺳ: bwes
ﻥﺍﺮﻗ: kwek
ﺖﺨﺗ-ﺐﻟ-ﻑﻭﺮﻇ: fwet
ﻡﺍ-n-ﻪﺸﯾﺭ: tfec
ﻢﯿﺴﻧﺭﻻ﻿: lyem
ﯼﺪﻧﻭﺮﻬﺷ-ﻕﻮﻘﺣ: glip
ﻩﺍﺮﻤﻫ-ﻦﻔﻠﺗ: mlof
ﺞﻠﻓ: twoc
ﻢﯿﻨﯿﺘﮐﺎﺗﻭﺮﭘ: prum
ﺶﺑﺎﺗ: hd6n
ﺩﺭﺍﺩ-ﯽﮕﺘﺴﺑ-ﺮﺑ: pxin
ﻢﯾﺭﻮﺗ-ﻢﺗﺍ: hxim
ﯽﺑﺁ-ﻦﯿﺟ-ﺭﺍﻮﻠﺷ: bjun
ﯽﮕﻧﺎﺧ-ﻩﺎﯿﮔ: hxas
ﻪﻧﺎﮔﺍﺪﺟ-ﺭﻮﻃ-ﻪﺑ: dvit
ﯽﻠﻌﻓ-ﻥﺎﯾﺮﺟ: lwuk
ﻪﻄﻘﻧ-ﻪﺳ: ht6t
ﻥﺎﺴﻧﺍ-ﻥﺪﺑ: hn6n
ﮏﯾﺰﯿﻓ: bzik
ﯽﺷﻭﺮﻓ-ﻩﺩﺮﺧ-ﻩﺎﮕﺷﻭﺮﻓ: hxan
ﻢﯾﺰﺳ: hs6m
ﯽﻧﻻ﻿ﻮﻃ-ﺶﯿﭘ: hqan
ﻩﺩﺮﺘﺴﮔ-ﻪﺤﻔﺻ: hxet
ﻡﺮﺟ-ﺪﺣﺍﻭ: hn6m
ﯼﺭﻭﺁﺩﺮﮔ: ml6n
ﺵﺯﺭﺍ-ﯽﯾﻭﺩﻭﺩ: vrim
ﻥﺎﺴﻧﺍ-ﺩﻮﺟﻭ: nyus
ﻂﺳﻮﺗ-ﯼﺎﻨﻌﻣ-ﻪﺑ ﺯﺍ: hvan
depan-dari: pxat
ﻡﻮﯿﻤﯾﺩﻮﺌﺳﺍﺮﭘ: pyom
ﺍﻮﻘﻣ: kxat
ﺩﻭﺪﺤﻣ-ﻞﻌﻓ: hqik
ﺶﯾﺎﻣﺯﺁ-ﺩﺪﻋ: hr6n
ﺭﺍﺰﻓﺍ-ﻡﺮﻧ-ﻪﻠﻤﺟ: hr6t
ﺪﻘﺘﻨﻣ: hk6k
ﯼﺪﻨﺑ-ﻪﺘﺴﺑ: pxas
ﯼﺭﺍﺪﯾﺎﭘﺎﻧ: pxan
ﺭﺩ-ﻦﯾﺮﺘﺸﯿﺑ: txas
ﻒﺻﺍﻭ: drop
ﻢﯿﻤﯾﺩﻮﺌﻧ: nyem
ﯽﺘﺳﻭﺩ: hvit
ﻥﺪﻧﺍﻮﺧ-ﻂﻘﻓ: xyak
ﻪﺘﻓﺎﯾ: xwan
ﯽﻠﺜﻤﻟﺍ-ﺏﺮﺿ-ﺖﻟﺎﺣ: kxin
ﺝﺍﻭ: hxom
ﺖﯿﻧﻼ﻿ﻘﻋ: xlit
ﯽﺟﺍﻭ: xlin
ﯼﺭﻮﺧ-ﺭﺎﻫﺎﻧ-ﻕﺎﺗﺍ: hxac
ﻥﺩﺮﻛ-ﻲﮔﺪﻧﺯ-ﻕﺎﺗﺍ: hxic
ﯽﻧﺎﯿﻣ-ﺩﺭﻮﻣ: zrik
hodiernal-ﺶﯿﭘ: hx6n
ﺭﻮﺒﺻ-ﺩﺭﻮﻣ: hqak
ﺏﺭﻮﻣ-ﺩﺭﻮﻣ: bwok
ﯽﯾﺎﺘﺳﻭﺭ-ﻪﻘﻄﻨﻣ: hqat
RECURSE: hr6s
ﻂﺳﻭ-ﺍﺪﺻ: dyos
ﻢﯾﺮﻨﺘﯿﻣ: hm6m
ﻥﺎﺳﺭ-ﻪﻣﺎﻧ: hvak
ﻪﻧﺎﻓﺮﻃ: kxit
ﺱﺭﻮﺑ-ﻥﺎﻣﺯﺎﺳ-ﺭﺍﺯﺎﺑ: xrak
ﯽﯾﺎﺳﺎﻨﺷ-ﻞﺑﺎﻗ: hxap
ﻑﺪﻫ-ﻪﺷﺎﻣ: krof
ﻪﯿﻧﺎﺛ-ﮏﯾ: hxen
lative-ﺩﺭﻮﻣ: dvak
ﻩﺮﯿﺟ: hr6c
ﺮﯿﻏ-ﻥﺎﺴﻧﺍ: hg6n
ﻥﺩﺮﻛ-ﻲﮔﺪﻧﺯ-ﺰﯿﭼ: hvic
ﻢﻫ-ﯽﻤﮐ-ﺭﺍﺪﻘﻣ: hxut
ﺎﻤﻨﯿﺳ: hvin
ﻢﯿﺳﺎﻫ: xyim
attenuative: ty6t
multal-ﺩﺪﻋ: ml6m
ﯼﺮﯿﺷ-ﺮﯿﺴﻣ: txam
ﻡﻮﯿﻧﻮﺘﭙﻧ: nwem
ﺪﺴﯾﻮﻨﯿﻣ-ﺰﯿﭼ-ﻥﺍﺮﮕﯾﺩ ﯼﺎﺠﺑ ﻪﮑﯿﺴﮐ: txik
ﺲﻧﺍﺮﺗ-ﯼﺩﺪﻋ: ts6s
ﻑﺍﺮﻃﺍ-ﺭﺩ-ﻖﻤﺣﺍ: hqun
ﻡﻮﯿﮑﯾﺮﻣﺁ: myem
ﺢﺒﺻ-ﻩﻮﮑﺷ: txan
ﯽﻧﺎﺸﻧ-ﺶﺗﺍ-ﺭﻮﻣﺎﻣ: xran
ﻢﯿﻠﮐﺮﺑ: blem
ﻥﺎﺸﮑﻬﮐ-ﺲﻨﺟ: kxan
ﻢﯿﻠﺑﻮﻧ: blum
ﻆﻓﺎﺣﺍﺪﺧ: hvac
ﺍﺩﻮﺑ-ﺐﻫﺬﻣ: hfum
ﻡﻮﯿﻣﺮﻓ: frem
ﯼﺍ-ﻩﺯﻭﺮﯿﻓ: xyan
ﺎﯾﻮﺳ: syof
ﻩﺪﻨﻨﮐ-ﻊﯾﺯﻮﺗ: qrit
ﺎﻬﺑﺎﺼﺘﻋﺍ: txak
ﻩﺪﻧﺯﺍﺩﺮﭘ: ples
abessive-ﺩﺭﻮﻣ: bvak
adessive-ﺩﺭﻮﻣ: dvik
ﻪﺑ-ﺩﺭﻮﻣ: kxak
agentive-ﺩﺭﻮﻣ: dvek
ﻡﻮﯾﺩﺭﻮﻓﺭﺩﺍﺭ: hr6m
ﻦﺗﺩﺎﭘ: txip
ﺪﻨﻧﺎﻣ-ﺭﺎﯿﺴﺑ-ﺪﻨﻧﺎﻣ: hjos
ﻞﻣﺎﻋ-ﻪﺷﺎﻣ: hg6t
ﺮﮕﯾﺯﺎﺑ-ﺶﻘﻧ: xram
ﻡﻮﯾﺪﯿﺗﺍ: txim
ﮎﺮﺘﺸﻣ-ﺲﻨﺟ: hk6n
accompanier: kl6n
ﮓﻧﺮﻠﮔ: kxam
ﻢﯿﺴﻧﺍﺮﻓ: fyam
ﻢﯿﺑﺭﺍ: ry6m
ﻝﺎﻌﻓ-ﺮﯿﻏ-ﺍﺪﺻ: xyis
ﻦﯿﺗﺎﺘﺳﺍ: hqit
ﻥﺪﯾﻮﺟ-ﺲﻣﺍﺩﺁ: hqam
ﻩﺭﺎﺘﺳ-ﺲﻨﺟ: hqin
ﻝﻮﻗ-ﻞﻘﻧ-ﻡﺮﻓ: ht6m
ﻢﯾﺭﻮﮐ: jrim
ﻥﻮﺗﺭﺎﮐ: kxis
ﯽﮕﻧﺭ-ﺭﻮﮐ: hqon
euler's-ﻩﺭﺎﻤﺷ: hl6m
ﻦﮐ-ﻩﺎﮕﻧ-ﺭﺩ: kxas
ﻩﺩﺎﯿﭘ-ﺮﺑﺎﻋ-ﻂﺧ: pwok
ﮓﻨﺟ-ﻥﺍﺪﯿﻣ: txat
ﻥﺎﮔﺪﻨﻧﺍﺭ: vrit
ﻩﺎﺗﻮﮐ-ﺭﺍﺪﻣ: txok
ﯽﻫﺎﻔﺷ-ﻢﺳﺍ: hvis
ﻥﺩﺮﮐ-ﻪﯾﺮﮔ-ﺝﺭﺎﺧ: hk6t
ﯼﺭﺎﻣﺁ: xyit
ﺖﺳﺎﻣ: txot
ﻥﻮﻧﺰﮔ: hs6n
ﻥﺩﺮﮐ-ﻡﺰﯿﺗﻮﻨﭙﯿﻫ-ﺏﺍﻮﺧ: hxif
ﻦﺘﻓﺮﮔ-ﺵﻮﻣﺎﺧ: hxaf
ﻡﺩ-ﺪﻨﺑ: hxok
ﻢﯿﻘﺘﺴﻣ-ﻑﺪﻫ: dwot
ﺭﺎﺑﺭﺍﻮﺧ-ﻩﺎﮕﺷﻭﺮﻓ: kxun
ﻞﻣﺎﺷ-ﺯﺍ: hm6t
ergative-ﺩﺭﻮﻣ: gvik
ﻥﺎﺑﺯ-ﺭﺩ: txic
ﻝﻭﺍ-ﺖﺳﺩ: pxam
ﯽﻧﺎﮑﻣ-ﺩﺭﻮﻣ: hqok
ﺮﺨﺘﺳﺍ: slup
ﯼﺪﯿﻗ-ﺩﺭﻮﻣ: vlak
ﺵﺩﺮﮔ: hqas
ﻥﻮﯾﺰﯾﻮﻠﺗ-ﻢﯿﻈﻨﺗ: ht6s
ﯽﯾﺎﻬﻧ-ﻩﺭﺫ: xlik
evitative-ﺩﺭﻮﻣ: hvek
ﯽﺸﺨﺒﻧﺍﻮﺗ: xlat
ﺖﻓﺮﺴﭘ: xris
ﻥﺩﺮﮐ-ﺩﻭﺪﺴﻣ-ﺯﺍ ﻥﺎﻤﺗﺭﺎﭘﺁ: kxot
ﺭﺍﺪﯿﺑ-ﺏﺍﻮﺧ-ﺯﺍ ﻻ﻿ﺎﺑ: hxup
ﺲﯿﻠﭘ-ﺮﺴﻓﺍ: ps6s
ﺭﺩ-ﻡﺭﻮﺧ-ﯽﻣ ﻢﺴﻗ: vran
ﻪﺒﺣﺎﺼﻣ: qrat
ﻢﯿﻧﺭ: ryem
ﻞﺳﻭﺮﺋﺁ: xres
ﻪﯿﻟﺎﻓﺎﻀﻣ-ﺩﺭﻮﻣ: kxik
nominalization: mlec
ﺏﻭﺬﺠﻣ-ﺩﺭﻮﻣ: dzak
ﻥﺩﺮﮐ-ﻮﻠﻏ: pxak
ﯽﮑﻤﮐ-ﻞﻌﻓ: xyik
ﻪﯿﻟﻭﺍ-ﻑﺪﻫ: mlut
ﯼﺮﺗﻮﯿﭙﻣﺎﮐ-ﺱﻭﺮﯾﻭ: prus
ﺮﺟﺎﺗ: hqis
ﻡﺩﺮﻣ: hqen
antessive-ﺩﺭﻮﻣ: ts6k
ﺮﯾﺯﻭ-ﺖﺴﺨﻧ: pxis
ﻢﺘﯿﺗﻮﻟ: lyum
ﻢﯿﭘﻭﺭﺍ: rwum
ﻥﺩﺍﺩ-ﻥﺎﺸﻧ-ﻥﺎﺠﯿﻫ: xrot
ﯽﻠﺤﻣ-ﯽﻘﯿﺳﻮﻣ: zyik
ﺮﻋﺎﺷ: vwit
ﺖﺴﭘ-ﻩﺭﺍﺩﺍ: pxot
ﺍﺮﻫﺎﻇ: hvas
