ﺭﺪﺼﻤﻟﺍ-ﺔﻐﻴﺻ: hnit
ﺭﺎﺼﺘﺧﺍ: hqim
initialism: nl6m
ﻞﻌﻔﻟﺍ-ﺔﻐﻴﺻ: gros
ﺎﻣﺯﻼ﻿ﺑ: psem
ﻡﻮﺳﻮﻣﻭﺮﻛ: rwom
ﻲﺒﻴﺗﺮﺗ: rwok
ﺮﺘﻣﻮﻠﻴﻛ: klum
ﺲﻛﺎﻔﻟﺍ: tfes
ﺔﺛﺍﺭﻮﻟﺍ-ﻢﻠﻋ: nwek
ﺶﻤﻧ: frek
ﻲﻏﺍﺮﺑ-ﻚﻔﻣ: dres
ﻲﻠﻛﻭﺮﺑ: blok
preterite: xrit
ﻦﻴﻣﺎﺘﻴﻓ: tyem
ﻡﻮﻴﻣﺩﺎﻜﻟﺍ: kyem
ﺮﺠﻔﻣ: bwoc
ﻲﻄﻴﻄﺨﺗ: gjik
ﻡﻮﻴﻧﺎﺘﻴﺘﻟﺍ: dyim
ﺮﺧﺎﻔﺗ: clec
ﺍﺪﻣﺍ: lwem
ﺔﻘﻳﺪﺻ: pcem
ﻊﺟﺎﺿ: kyuk
ﺔﻴﻠﻣﺮﻟﺍ-ﺔﻋﺎﺴﻟﺍ: tlus
ﻲﻔﻃﺎﻌﻟﺍ-ﺺﻤﻘﺘﻟﺍ: mlif
ﻥﻭﺭﻮﺒﻟﺍ: bres
ﺮﺘﺑﻮﻜﻴﻠﻫ: cwet
ﺢﺋﺎﻔﺻ-ﻭﺫ-ﻊﻣﻻ﻿ ﻥﺪﻌﻣ: tlum
ﺔﻳﺎﻬﻨﻟﺍ-ﻂﺧ: jyic
ﺓﺍﺫﺎﺤﻣ: gwic
ﺮﺘﻤﻴﺘﻨﺳ: hfem
ﻡﻮﻨﻳﺪﺒﻴﻟﻮﻤﻟﺍ: mlom
ﻡﻮﻴﺜﻴﻠﻟﺍ: tfim
ﺓﺩﺪﻌﺘﻤﻟﺍ-ﻂﺋﺎﺳﻮﻟﺍ: myum
ﺚﻳﺪﺤﺗ: dyet
ﺔﻳﺭﺍﺮﺣ-ﺓﺮﻌﺳ: clom
ﻲﻟﺁ-ﻥﺎﺴﻧﺇ: ryoc
ﻰﻟﺰﻨﻤﻟﺍ-ﺐﺟﺍﻮﻟﺍ: groc
ﺕﺎﻴﺿﺎﻳﺮﻟﺍ-ﻲﻓ-ﻢﺛﺭﺎﻏﻮﻠﻟﺍ: grom
ﻲﺒﻨﻟﺍ-ﺱﺮﻓ: gzas
ﺐﻴﻛﺮﺗ: nwut
ﺔﻴﻨﻴﻣﻷ﻿ﺍ: myoc
ﺔﻳﺰﻣﺮﻟﺍ-ﺓﺭﻮﺼﻟﺍ: glif
aorist: pyos
ﺔﺌﻴﺒﻟﺍ-ﻢﻠﻋ: plec
ﻚﻨﺤﻤﻟﺍ: flok
ﻱﺪﻨﻫ-ﺐﻨﻗ: bjam
ﺮﻴﻐﺼﻟﺍ: mrom
ﻡﺍﺮﻏﻮﻠﻴﻛ: lwom
ﻞﻛﻷ﻿ﺍ-ﻲﻓ-ﺩﺍﺯ: jrot
ﺆﺒﻨﺘﻠﻟ-ﻞﺑﺎﻗ: dzik
ﺍﺰﺘﻴﺒﻟﺍ: zyas
ﺲﺴﺠﺗ: zris
ﺔﻐﻠﻟﺍ-ﻢﻠﻋ: bwis
ﺮﻌﺷ-ﺔﻗﻼ﻿ﺣ: braf
ﻡﻮﻳﺪﻳﺮﻳﻻ﻿ﺍ: ryom
ﺔﻳﺮﺼﻨﻋ: gwim
ﻞﺜﻣﻷ﻿ﺍ: gyim
ﻊﻴﻨﺼﺗ: drif
ﻰﺴﻴﺋﺮﻟﺍ-ﺰﻛﺮﻤﻟﺍ: krup
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻳﺮﻴﺴﻟﺍ: zrim
ﻢﺠﺴﻨﻣ: nrum
partitive-ﺔﻟﺎﺣ: pxik
ﺖﻴﺳﺎﻛ: ksep
ﺓﺩﺍﺭﻹ﻿ﺍ-ﺓﻮﻗ: blot
ﺩﺎﻌﺑﻷ﻿ﺍ: dzen
ﺔﻤﻠﻌﻣ: rwet
ﻦﻣﺍﺰﺗ: nrop
ﻢﻴﻈﻌﺗ: dzim
ﺓﻭﺪﻧ: mwec
ﻮﻜﺴﻳﺩ: dyok
ﻥﻮﻴﻧ: nyok
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻴﻣﺯﻭﻷ﻿ﺍ: hzom
ﺱﺎﻄﻐﻟﺍ-ﺪﻴﻋ: hp6n
ﻞﺤﺘﻧﺍ: lyap
ﺔﻳﺮﺛﺃ-ﺔﻌﻄﻗ: rwek
ﻞﻋﺎﻔﻣ: fyet
ﻞﺑﺍﻮﺗ: ryop
ﻡﻮﻴﻧﻮﺗﻮﻠﺒﻟﺍ: pwum
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻳﺮﺘﻳﻻ﻿ﺍ: tyom
ﺩﺎﻳﺩﺯﻼ﻿ﻟ-ﻞﺑﺎﻗ: hxat
ﻡﺪﺨﺘﺴﻤﻟﺍ-ﻢﺳﺍ: mrum
ﺎﻴﻠﻋ-ﺕﺎﺳﺍﺭﺩ: zrot
ﻦﻤﻳﻷ﻿ﺍ-ﺡﺎﻨﺠﻟﺍ: dwaf
ﻥﻮﺟﺭﻷ﻿ﺍ: jros
ﺏﺎﻫﺭ: hxot
ﺕﺎﻗﺍﺪﺻ-ﻖﻠﺧ: sluk
ﺔﻤﻟﻮﻌﻟﺍ: bluc
ﻲﺟﻮﻤﻟﺍ-ﻝﻮﻄﻟﺍ: hnef
ﺰﻴﻣﺮﺗ: kfom
ﺮﻳﻭﺪﺗ-ﺓﺩﺎﻋﺇ: psoc
ءﺪﺑ-ﺓﺩﺎﻋﺇ: nrek
ﻲﺳﻭﺮﻴﻔﻟﺍ-ﺪﺒﻜﻟﺍ-ﺏﺎﻬﺘﻟﺍ: pyes
ﺮﻳﺪﺘﺴﻣ-ءﻮﺘﻧ: fros
ﻲﺋﺎﻴﻤﻴﻜﻟﺍ-ﺝﻼ﻿ﻌﻟﺍ: myep
ﻮﻟﻭﺩﻮﻣ: mwok
ﻥﻮﺗﻭﺮﺑ: zwot
ﻥﺮﻤﻟﺍ-ﺹﺮﻘﻟﺍ: dwet
ﻡﺍﺮﻐﻴﻠﻣ: mlum
ﻞﺴﻜﺑ: psep
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻟﺎﺘﻨﺘﻟﺍ: twem
ﺏﺍﺬﻤﻟﺍ: hjot
ﺔﻴﻋﺎﻤﺟ-ﺓﺩﺎﺑﺇ: nyos
ﺱﺮﺘﻔﻤﻟﺍ: rwes
ﺭﺩﺎﻧ-ﻱﺰﻠﻓ-ﺮﺼﻨﻋ ﻡﻮﻴﻟﺎﻐﻟﺍ: glem
ﻡﻮﻴﻧﻮﻛﺭﺰﻟﺍ: hzum
determiner: txin
ﺔﻴﻄﺨﻟﺍ-ﺮﻴﻏ: nlem
ﺔﻳﺮﺸﺤﻟﺍ-ﺕﺍﺪﻴﺒﻤﻟﺍ: pyif
ﻡﻮﻴﻠﻳﺮﺒﻟﺍ: brem
ﺔﻴﺒﺼﻌﻟﺍ-ﺎﻳﻼ﻿ﺨﻟﺍ: nrus
ﻱﺩﺎﻨﺳﺇ: pxit
ﺔﻴﺘﺤﺗ-ﻞﻳﻭﺍﺮﺳ: tlif
ﺏﻭﺮﻀﻣ: kref
ﻥﻭﺮﺗﻮﻴﻨﻟﺍ: zrut
ﻡﻮﻴﺑﻮﻴﻨﻟﺍ: nwom
ﻡﻮﻴﻧﺎﻣﺮﺠﻟﺍ: hjem
ﺰﻠﻓﻻ﻿: tlop
ﻊﺿ-ﻰﻠﻋ: dlap
prolative-ﺔﻟﺎﺣ: hl6k
ﻲﺟﻮﻟﻮﻴﺒﻟﺍ-ﻉﻮﻨﺘﻟﺍ: jwic
ﻢﻜﺤﺘﻟﺍ-ﺎﺼﻋ: jyok
ﻱﻮﻴﺣ-ﺩﺎﻀﻣ: twok
ﻁﺎﺸﻨﻟﺍ-ﻲﻋﺎﻌﺷﺇ-ﺮﺼﻨﻋ ﻡﻮﻴﻨﻴﺘﻛﻷ﻿ﺍ: gjim
ءﺎﻀﻓ-ﺪﺋﺍﺭ: srof
ﺽﺭﻷ﻿ﺍ-ﺝﺭﺎﺧ: tyes
ﺭﺍﻮﻃﻷ﻿ﺍ-ﺐﻳﺮﻏ: hwup
ﻥﻮﺛﺍﺭﺎﻣ: mrof
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻴﺑﺮﺘﻳﻻ﻿ﺍ: zwim
ﺪﺣﻮﺘﻟﺍ-ﺽﺮﻣ: tyif
ﻦﻳﺄﺗ: nlof
ﻥﻭﺩﺍﺭ: cwos
ﻰﻠﻓﺪﻟﺍ: nrem
ﺔﺌﺑﻭﻷ﻿ﺍ-ﻢﻠﻋ: pwip
ﺔﺧﻮﺨﻴﺸﻟﺍ: lyuc
ﻢﻴﻴﺨﺗ: kyep
ﻂﻄﺨﻣ: drip
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻳﺪﻧﻹ﻿ﺍ: nyum
veridical: hvik
ﻲﻧﻭﺮﺘﻜﻟﺍ-ﻊﻗﻮﻣ: bwes
ﻢﻳﺮﻜﻟﺍ-ﻥﺁﺮﻘﻟﺍ: kwek
ﻕﺎﺒﻃﺃ: fwet
ﺭﺬﺠﻟﺍ-ﻒﻟﻷ﻿ﺍ: tfec
ﻡﻮﻴﺴﻧﺭﻮﻠﻟﺍ: lyem
ﺔﻴﻧﺪﻤﻟﺍ-ﻕﻮﻘﺤﻟﺍ: glip
ﻝﻮﻤﺤﻣ-ﻥﻮﻔﻴﻠﺗ: mlof
ﻝﻮﻠﺸﻣ: twoc
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻴﻨﻴﺘﻜﺗﻭﺮﺒﻟﺍ: prum
ﻉﺎﻌﺷﺇ: hd6n
ﺪﻤﺘﻌﺗ-ﻰﻠﻋ: pxin
ﻡﻮﻳﺭﻮﺜﻟﺍ-ﺓﺭﺫ: hxim
ﻕﺭﺯﺃ-ﺰﻨﻴﺟ: bjun
ﻝﺰﻨﻣ-ﻊﻨﺼﻣ: hxas
ﻱﺩﺮﻓ-ﻞﻜﺸﺑ: dvit
ﺭﺎﻴﺘﻟﺍ-ﻖﻓﺪﺗ: lwuk
ﺔﻄﻘﻧ-ﻲﺛﻼ﻿ﺜﻟﺍ: ht6t
ﻢﺴﺠﻟﺍ-ﻱﺮﺸﺒﻟﺍ: hn6n
ءﺎﻳﺰﻴﻓ: bzik
ﺔﺋﺰﺠﺘﻟﺍ-ﺮﺠﺘﻣ: hxan
ﻡﻮﻳﺰﻴﺳ: hs6m
ﻞﻳﻮﻃ-ﺬﻨﻣ: hqan
ﻝﻭﺪﺟ: hxet
ﺔﻠﺘﻜﻟﺍ-ﻦﻣ-ﺓﺪﺣﻭ: hn6m
ﻊﻤﺟ: ml6n
--ﺔﻴﺋﺎﻨﺛ-ﺔﻤﻴﻗ: vrim
ﻥﺎﺴﻧﻻ﻿ﺍ-ﻱﺮﺠﻳ: nyus
ﺔﻄﺳﺍﻮﺑ-ﻲﻨﻌﻳ-ﻦﻣ: hvan
depan-dari: pxat
ﻡﻮﻴﻤﻳﺩﻮﻴﺳﺍﺮﺒﻟﺍ: pyom
ﻯﻮﻘﻣ-ﻕﺭﻭ: kxat
ﺩﻭﺪﺤﻣ-ﻞﻌﻔﻟﺍ: hqik
ﺔﺑﺮﺠﺘﻟﺍ-ﺩﺪﻋ: hr6n
ﺪﻳﺆﻤﻟﺍ-ﺔﻠﻤﺟ: hr6t
ﺪﻗﺎﻨﻟﺍ: hk6k
ﻒﻴﻠﻐﺘﻟﺍﻭ-ﺔﺌﺒﻌﺘﻟﺍ: pxas
ﺕﺎﺒﺜﻟﺍ-ﻡﺪﻋ: pxan
ﻲﻓ-ﻢﻈﻌﻣ: txas
ﻒﺻﺍﻭ: drop
ﻡﻮﻴﻤﻳﺩﻮﻴﻨﻟﺍ: nyem
ﺔﻗﺍﺪﺻ: hvit
ﺃﺮﻗﺍ-ﻂﻘﻓ: xyak
ﺲﺳﺆﻳ: xwan
ﺭﻮﺛﺄﻣ-ﺝﺍﺰﻣ: kxin
ﺕﻮﺻ: hxom
ﺔﻴﻧﻼ﻿ﻘﻋ: xlit
ﺔﻴﺗﻮﺼﻟﺍ: xlin
ﻡﺎﻌﻄﻟﺍ-ﺔﻓﺮﻏ: hxac
ﺔﺸﻴﻌﻤﻟﺍ-ﺔﻓﺮﻏ: hxic
ﻱﺰﻛﺮﻣ-ﺔﻟﺎﺣ: zrik
hodiernal-ﻞﺒﻗ: hx6n
ﺾﻳﺮﻤﻟﺍ-ﺔﻟﺎﺣ: hqak
ﻑﺮﺤﻨﻣ-ﺔﻟﺎﺣ: bwok
ﻲﻔﻳﺭ-ﺔﻘﻄﻨﻣ: hqat
RECURSE: hr6s
ﻂﺳﻭ-ﺕﻮﺻ: dyos
ﻡﻮﻳﺮﻨﺘﻳﺎﻣ: hm6m
ﻞﻗﺎﻨﻟﺍ-ﻲﻧﻭﺮﺘﻜﻟﻹ﻿ﺍ: hvak
ﻡﺰﻠﻣ-ﺮﻴﻏ: kxit
ﻥﻭﺰﺨﻣ-ﻕﻮﺳ: xrak
ﻑﺮﻌﺘﻟﺍ: hxap
ﻑﺪﻫ-ﻞﻐﺸﻣ: krof
ﺓﺪﺣﺍﻭ-ﺔﻴﻧﺎﺛ: hxen
lative-ﺔﻟﺎﺣ: dvak
ﺔﺼﺣ: hr6c
ﺮﻴﻏ-ﻥﺎﺴﻧﻻ﻿ﺍ: hg6n
ﺔﺸﻴﻌﻤﻟﺍ-ءﻲﺷ: hvic
ﺍﺪﺟ-ﻞﻴﻠﻘﻟﺍ: hxut
ﺡﺮﺴﻤﻟﺍ-ﻢﻠﻴﻓ: hvin
ﻡﻮﻴﺳﺎﻫ: xyim
attenuative: ty6t
multal-ﺩﺪﻋ: ml6m
ﻲﺒﻴﻠﺣ-ﻖﻳﺮﻃ: txam
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻴﻧﻮﺘﺒﻨﻟﺍ: nwem
ﻥﻮﻄﻌﻳ: txik
ﺮﺒﻋ-ﻱﺩﺪﻋ: ts6s
ﺎﻬﻟﻮﺣ-ﻉﺍﺪﺧ: hqun
ﻡﻮﻴﺴﻳﺮﻴﻣﻻ﻿ﺍ: myem
ﺡﺎﺒﺻ-ﺪﺠﻣ: txan
ءﺎﻔﻃﻻ﻿ﺍ-ﻝﺎﺟﺭ: xran
ﻡﻮﻴﻠﻴﻛﺮﺒﻟﺍ: blem
ﺓﺮﺠﻤﻟﺍ-ﺲﻨﺟ: kxan
ﻡﻮﻴﻠﺑﻮﻧ: blum
ﺎﻋﺍﺩﻭ-ﺎﻋﺍﺩﻭ: hvac
ﺔﻳﺫﻮﺒﻟﺍ: hfum
ﻡﻮﻴﻣﺮﻓ: frem
ﻱﻭﺎﻤﺳ-ﻕﺭﺯﺍ: xyan
ﺎﻳﻮﺼﻟﺍ-ﻝﻮﻓ: syof
ﻉﺯﻮﻣ: qrit
ﺏﺍﺮﻀﻟﺍ-ﺪﺴﻔﻣ: txak
ﺞﻟﺎﻌﻣ: ples
abessive-ﺔﻟﺎﺣ: bvak
adessive-ﺔﻟﺎﺣ: dvik
ﻰﻟﺇ-ﺔﻟﺎﺣ: kxak
agentive-ﺔﻟﺎﺣ: dvek
ﻡﻮﻳﺩﺭﻮﻓﺭﺫﺭ: hr6m
ﺩﺎﻀﻤﻟﺍ-ﻢﺴﺠﻟﺍ: txip
ﻞﺜﻣ-ﺍﺮﻴﺜﻛ-ﻞﺜﻣ: hjos
ﻞﻴﻛﻭ-ﻞﻐﺸﻣ: hg6t
ﻞﺜﻤﻤﻟﺍ-ﺭﻭﺩ: xram
ﻡﻮﻳﺪﻴﺜﻳﺇ: txim
ﻙﺮﺘﺸﻣ-ﺚﻴﻧﺄﺗ-ﻭﺃ ﺮﻴﻛﺬﺗ ﺲﻨﺟ: hk6n
accompanier: kl6n
ﻢﻃﺮﻘﻟﺍ: kxam
ﻡﻮﻴﺴﻧﺍﺮﻔﻟﺍ: fyam
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻴﺑﺭﻷ﻿ﺍ: ry6m
ﻝﻮﻬﺠﻤﻠﻟ-ﻲﻨﺒﻣ-ﺕﻮﺻ: xyis
ﻦﻴﺗﺎﺘﺳﺃ: hqit
ﻎﻀﻣ-ﻎﻤﺻ: hqam
ﺔﻤﺠﻧ-ﺲﻨﺟ: hqin
ﻪﻳﻮﻨﺗ-ﻞﻜﺷ: ht6m
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻳﺭﻮﻜﻟﺍ: jrim
ﻂﻳﺮﺸﻟﺍ-ﻲﻟﺰﻬﻟﺍ: kxis
ﻥﺍﻮﻟﻻ﻿ﺍ-ﻰﻤﻋ: hqon
euler's---ﺩﺪﻌﻟﺍ: hl6m
ﺓﺮﻈﻧ-ﻲﻓ: kxas
ﺮﻤﻣ: pwok
ﺔﻛﺮﻌﻤﻟﺍ-ﺔﺣﺎﺳ: txat
ﻖﺋﺎﺳ: vrit
ﻲﺋﺎﺑﺮﻬﻛ-ﺱﺎﻣ: txok
ﻲﻈﻔﻟ-ﻢﺳﺇ: hvis
ءﺎﻜﺑ-ﺝﺭﺎﺧ: hk6t
ﺔﻴﺋﺎﺼﺣﺇ: xyit
ﻱﺩﺎﺑﺯ: txot
ﻥﻮﻨﻳﺯ: hs6n
ﺎﻴﺴﻴﻃﺎﻨﻐﻣ-ﻡﻮﻧ: hxif
ﺬﺧﺃ-ﺍﺪﻴﻌﺑ: hxaf
ﻞﻳﺬﻟﺍ-ﻁﺮﺷ: hxok
ﺓﺮﺷﺎﺒﻣ-ﻉﻮﺿﻮﻣ: dwot
ﺔﻟﺎﻘﺑ-ﺮﺠﺘﻣ: kxun
ﻒﻟﺄﺘﺗ-ﻦﻣ: hm6t
ergative-ﺔﻟﺎﺣ: gvik
ﺔﻐﻠﻟﺍ-ﻲﻓ: txic
ﻝﻭﻷ﻿ﺍ-ﺭﺪﺼﻤﻟﺍ-ﻦﻣ ﻰﻘﺘﺴﻣ ﺮﺷﺎﺒﻣ: pxam
ﻲﻓﺮﻇ-ﺔﻟﺎﺣ: hqok
ﺔﺣﺎﺒﺴﻟﺍ-ﻡﺎﻤﺣ: slup
ﻑﺮﻈﻟﺍ-ﺔﻟﺎﺣ: vlak
ﺔﻴﺣﺎﻴﺳ-ﺔﻟﻮﺠﺑ: hqas
ﻥﻮﻳﺰﻔﻠﺗ-ﺔﻋﻮﻤﺠﻣ: ht6s
ﻲﺋﺎﻬﻧ-ﻢﻴﺴﺟ: xlik
evitative-ﺔﻟﺎﺣ: hvek
ﻞﻴﻫﺄﺘﻟﺍ-ﺓﺩﺎﻋﺇ: xlat
ﻊﺟﺍﺮﺗ: xris
ﻊﻨﻣ-ﻦﻣ-ﻖﻘﺸﻟﺍ: kxot
ﻆﻘﻴﺘﺳﺍ-ﻕﻮﻓ: hxup
ﺔﻃﺮﺷ-ﻂﺑﺎﺿ: ps6s
ﻲﻓ-ﻢﺴﻗﺃ: vran
ﻊﻳﺬﻣ: qrat
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻴﻨﻳﺮﻟﺍ: ryem
ﻱﻮﺠﻟﺍ-ءﺎﺒﻬﻟﺍ: xres
ﻲﻜﻠﻤﺗ-ﺔﻟﺎﺣ: kxik
ﺔﻴﻤﺳﻻ﻿ﺍ-ﻰﻟﺇ-ﻞﻘﻧ: mlec
ﻚﻠﺘﻣﺍ-ﺔﻟﺎﺣ: dzak
ﺶﺣﺎﻓ-ﻦﻤﺛ: pxak
ﺪﻋﺎﺴﻣ-ﻞﻌﻔﻟﺍ: xyik
ﻲﺋﺍﺪﺘﺑﺍ-ﻉﻮﺿﻮﻣ: mlut
ﺕﺎﺳﻭﺮﻴﻔﻟﺍ-ﻦﻣ-ﺮﺗﻮﻴﺒﻤﻜﻟﺍ: prus
ﻝﺎﻤﻋﺃ-ﻞﺟﺭ: hqis
ﺍ-ﺱﺎﻨﻟﺍ: hqen
antessive-ﺔﻟﺎﺣ: ts6k
ﻝﻭﻷ﻿ﺍ-ﺮﻳﺯﻮﻟﺍ: pxis
ﻡﻮﻴﺘﻴﺗﻮﻠﻟﺎﺑ: lyum
ﻯﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻴﺑﻭﺭﻭﻷ﻿ﺍ: rwum
emote: xrot
ﺔﻴﺒﻌﺸﻟﺍ-ﻰﻘﻴﺳﻮﻤﻟﺍ: zyik
ﺮﻋﺎﺷ: vwit
ﺪﻳﺮﺒﻟﺍ-ﺐﺘﻜﻣ: pxot
ﺽﺮﺘﻔﻳ: hvas
ﻲﺣ-ﺚﻴﻧﺄﺗ-ﻭﺃ ﺮﻴﻛﺬﺗ ﺲﻨﺟ: hven
subessive-ﺔﻟﺎﺣ: bvik
ﺩﻮﻗﻮﻟﺍ-ﺔﺳﺍﻭﺩ: glep
ﺔﻴﺒﻄﻗ: pr6t
ﺔﺒﻛﺮﻣ-ﺲﻨﺟ: vlin
ﻥﺪﻌﻣ-ﺚﻴﻧﺄﺗ-ﻭﺃ ﺮﻴﻛﺬﺗ ﺲﻨﺟ: xrin
ﺔﻘﺣﻻ﻿-ﻦﻴﺑ-ﻞﻌﻔﻟﺍ: hvif
ﻑﻮﻐﺷ: pc6n
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻳﺮﻤﺴﻟﺍ: sr6m
ﺮﺴﻴﻣ: hs6t
ﺓﺪﺣﻭ-ﺔﻴﻤﻫﻭ: xyin
ءﻮﻀﻟﺍ-ﻦﻣ-ﺔﻋﺮﺴﻟﺍ: kxac
ﺔﻳﻮﺠﻟﺍ-ﺕﺍﻮﻘﻟﺍ: hxes
ﻥﺎﻨﺤﺑ-ﺔﺣﺮﻓ: pfec
ﺔﺟﺮﺣ-ﺔﻄﻘﻧ: qyit
ﻞﻣﺎﻛ-ﺖﻗﻭ: hxem
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻴﻨﻔﻬﻟﺍ: xyam
ﺖﺒﻛ: hn6s
ﺮﻴﻴﻐﺗ-ﻦﻣ-ﺙﺪﺣ: qrin
ﻡﻮﻴﻤﻟﻮﻫ: xlim
ﻒﻠﺘﺨﻣ-ﺙﺪﺣ: hf6t
ﻥﻮﻜﻟﺍ-ﺲﻨﺟ: hvip
ﻥﺎﻜﻣ-ﺲﻨﺟ: kxen
ﺔﻴﺿﺍﺮﺘﻓﺍ-ﺔﻟﺁ: hvim
ﺚﺤﺑ-ﺲﻨﺟ: txen
ﻲﻨﻓ-ﺲﻨﺟ: ts6n
crastinal-ﺮﺗﻮﺗ: sl6t
ﺺﺨﻠﻣ-ﺚﻴﻧﺄﺗ-ﻭﺃ ﺮﻴﻛﺬﺗ ﺲﻨﺟ: srep
exocentric-ﺔﻟﺎﺣ: zrek
ﺪﻌﺘﻣ-ﻞﻌﻔﻟﺍ: txif
ﻢﻴﻓﺮﻣ: tfom
ﻲﻨﻃﻮﻟﺍ-ﺐﺼﻌﺘﻟﺍ-ﻲﻓ ﻲﻟﺎﻐﻤﻟﺍ ﻲﻨﻴﻓﻮﺸﻟﺍ: dvis
ﻲﺿﺎﻤﻟﺍ-ﻦﺴﺤﺘﻣ: xrat
ﻲﻨﻬﻣ: hy6n
ﺮﺷﺎﺒﻣ-ﺮﻴﻏ-ﺏﺎﻄﺧ: tyoc
ﺎﻴﻧﺎﺛ-ﺔﻐﻟ: draf
ﻰﻟﺇ-ﻥﻮﻜﻳ: txis
ﺓﺮﺒﻘﻣ-ﺔﺑﻮﻧ: vrak
ﻲﻋﺎﻤﺟ-ﻢﺳﺇ: hxos
absolutive-ﺔﻟﺎﺣ: bvuk
ﺾﻳﺮﻤﻟﺍ-ﻞﻐﺸﻣ: tr6t
ﺕﺍﺬﻟﺍ-ﺲﻔﻨﻟﺎﺑ-ﺔﻘﺜﻟﺍ: hs6s
ﺯﺍﺮﺒﻟﺍ: hzos
ﻲﺳﺎﻜﻌﻧﺍ-ﺕﻮﺻ: hf6s
ﻝﻮﻬﺠﻤﻠﻟ-ﻰﻨﺒﻣ-ﻞﻌﻔﻟﺍ: hxek
ﻡﻮﻴﺟﺭﻮﺒﻴﺴﻟﺍ: br6m
ءﺎﻀﻴﺒﻟﺍ-ﺔﺣﺎﺴﻤﻟﺍ: hxep
ﻲﻠﻜﺷ-ﺔﻟﺎﺣ: dlok
ﺩﺎﻤﺟ-ﺚﻴﻧﺄﺗ-ﻭﺃ ﺮﻴﻛﺬﺗ ﺲﻨﺟ: hj6n
ﺐﺒﺴﻣ: qran
propositive-ﺝﺍﺰﻣ: psom
ﻲﺋﺎﺑﺮﻬﻛ-ﺭﺎﻴﺗ: tr6n
ﻲﻄﺑﺍﺮﺗ-ﺔﻟﺎﺣ: nwok
ﻞﻴﻀﻔﺘﻟﺍ-ﺔﻐﻴﺻ-ﺔﻟﺎﺣ: tluk
ﺍﺪﺟ-ﺍﺮﻴﺜﻛ: xyut
ﻲﺒﻛﻮﻛ-ﺲﻨﺟ: pxen
ﻙﺮﺤﺘﻣ-ﺔﻛﺮﺤﺘﻣ-ﻡﻮﺳﺭ: nwuk
ﻝﺩﺎﺒﺘﻣ-ﺕﻮﺻ: vrik
ﻊﻳﺮﺸﺗ: hqaf
ﻲﻓ-ﻞﻗﻷ﻿ﺍ: vlas
ﺓﺪﺣ-ﺔﻳﻮﺤﻨﻟﺍ: qrak
ﻡﺪﺨﺘﺴﻣ: pxut
ﺓﺍﻮﻨﻟﺍ-benefactive: kfef
ﻰﻣﺮﻣ-ﺱﺭﺎﺣ: hgop
:-Except-for: kcef
ﻢﺳﺎﻗ: dvan
ﺍﺫﺍ-ﺮﺧﺁ: lyek
ﻑﺍﺮﺤﻧﺎﺑ: hx6s
ﺾﻌﺒﻟﺍ-ﻢﻬﻀﻌﺑ: dles
ﻝﺍﻮﺘﻣ-ﺪﻨﺑ: lyuk
ﺝﺭﺎﺧ-ءﺍﺪﺗﺭﺍ: hxun
ﺓﺮﻴﺼﻘﻟﺍ-ﻞﻳﻭﺍﺮﺴﻟﺍ: ht6k
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻳﺯﻭﺮﺒﺳﺪﻟﺍ: prom
ﺍﺬﻜﻫ-ﻞﺒﻘﺘﺴﻣ-ﺮﺗﻮﺗ: rwec
ﻲﺳ-ﺕﺍﺪﺣﻮﻟﺍ: vyin
ﻱﺯﺎﻏ-ﺮﺼﻨﻋ-ﻥﻮﺘﺑﺮﻜﻟﺍ: kxon
ﻡﻮﻴﻔﻴﻟﺪﻨﻤﻟﺍ: dlem
ﺔﻴﻘﻴﺒﻄﺗ-ﺕﻮﺻ: hp6s
antipassive-ﺕﻮﺻ: tsef
continuative-ﺐﻧﺎﺟ: ht6p
ﺽﺮﻤﻟﺍ-ﻉﺎﻌﺷﻹ﻿ﺍ: hr6k
necessitative-ﺝﺍﺰﻣ: hn6t
ﺪﻴﺣﻭ-ﻞﻤﻋ-ﻞﻌﻔﻟﺍ: hqek
ﺭﺎﻄﻘﻟﺍ-ﺔﺑﺮﻋ: xlak
